"date" "word" "n" "year_total" "word_total"
1975-09-15 "union" 188 195830 10537
1975-09-15 "united" 2623 195830 120949
1975-09-15 "view" 304 195830 11343
1975-09-15 "war" 519 195830 21426
1975-09-15 "weapons" 414 195830 16939
1975-09-15 "world" 2307 195830 89132
1976-09-15 "achieve" 213 222148 10213
1976-09-15 "action" 441 222148 16503
1976-09-15 "africa" 1239 222148 29980
1976-09-15 "african" 524 222148 18219
1976-09-15 "agreement" 218 222148 12320
1976-09-15 "arab" 369 222148 11247
1976-09-15 "arms" 396 222148 11210
1976-09-15 "assembly" 1156 222148 39932
1976-09-15 "assistance" 202 222148 11561
1976-09-15 "based" 288 222148 10704
1976-09-15 "challenges" 39 222148 10170
1976-09-15 "change" 184 222148 11309
1976-09-15 "charter" 444 222148 16097
1976-09-15 "commitment" 87 222148 10328
1976-09-15 "common" 291 222148 10870
1976-09-15 "community" 721 222148 37936
1976-09-15 "conference" 1071 222148 21701
1976-09-15 "conflict" 186 222148 16727
1976-09-15 "conflicts" 130 222148 11456
1976-09-15 "continue" 421 222148 19221
1976-09-15 "cooperation" 47 222148 17552
1976-09-15 "council" 366 222148 29218
1976-09-15 "countries" 2687 222148 85811
1976-09-15 "country" 822 222148 39541
1976-09-15 "crisis" 177 222148 12500
1976-09-15 "delegation" 521 222148 12971
1976-09-15 "democratic" 178 222148 14000
1976-09-15 "determination" 323 222148 10119
1976-09-15 "developed" 403 222148 12428
1976-09-15 "developing" 925 222148 26012
1976-09-15 "development" 913 222148 63063
1976-09-15 "disarmament" 469 222148 13285
1976-09-15 "east" 542 222148 18712
1976-09-15 "economic" 1719 222148 55155
1976-09-15 "effective" 256 222148 11485
1976-09-15 "efforts" 768 222148 35195
1976-09-15 "ensure" 205 222148 11643
1976-09-15 "financial" 89 222148 10368
1976-09-15 "force" 244 222148 10217
1976-09-15 "forces" 324 222148 10811
1976-09-15 "foreign" 430 222148 13288
1976-09-15 "free" 262 222148 10472
1976-09-15 "freedom" 353 222148 10391
1976-09-15 "future" 354 222148 15552
1976-09-15 "global" 133 222148 21899
1976-09-15 "government" 1018 222148 36814
1976-09-15 "hope" 451 222148 19418
1976-09-15 "human" 737 222148 36657
1976-09-15 "implementation" 224 222148 10777
1976-09-15 "including" 176 222148 10842
1976-09-15 "independence" 719 222148 14069
1976-09-15 "international" 2855 222148 117236
1976-09-15 "israel" 255 222148 10545
1976-09-15 "issues" 225 222148 11465
1976-09-15 "justice" 347 222148 10896
1976-09-15 "law" 335 222148 13993
1976-09-15 "major" 245 222148 10592
1976-09-15 "means" 340 222148 11658
1976-09-15 "measures" 320 222148 12398
1976-09-15 "middle" 395 222148 12987
1976-09-15 "military" 319 222148 12335
1976-09-15 "national" 598 222148 23575
1976-09-15 "nations" 2723 222148 124786
1976-09-15 "negotiations" 389 222148 13235
1976-09-15 "nuclear" 515 222148 22934
1976-09-15 "operation" 866 222148 15661
1976-09-15 "organization" 993 222148 35640
1976-09-15 "palestinian" 277 222148 10259
1976-09-15 "parties" 206 222148 11257
1976-09-15 "past" 231 222148 10918
1976-09-15 "peace" 1599 222148 77842
1976-09-15 "peaceful" 394 222148 15088
1976-09-15 "people" 1468 222148 54354
1976-09-15 "peoples" 902 222148 25181
1976-09-15 "policy" 488 222148 13567
1976-09-15 "political" 770 222148 33692
1976-09-15 "poverty" 88 222148 10387
1976-09-15 "powers" 412 222148 10041
1976-09-15 "president" 438 222148 18758
1976-09-15 "principles" 457 222148 16368
1976-09-15 "process" 274 222148 19495
1976-09-15 "progress" 546 222148 17577
1976-09-15 "question" 397 222148 11259
1976-09-15 "recent" 231 222148 11188
1976-09-15 "regard" 283 222148 11452
1976-09-15 "region" 316 222148 21386
1976-09-15 "regional" 112 222148 13213
1976-09-15 "relations" 725 222148 18910
1976-09-15 "republic" 771 222148 23316
1976-09-15 "resolution" 369 222148 14938
1976-09-15 "resolutions" 431 222148 10068
1976-09-15 "resources" 371 222148 15034
1976-09-15 "respect" 406 222148 17360
1976-09-15 "responsibility" 198 222148 10002
1976-09-15 "rights" 855 222148 33678
1976-09-15 "role" 317 222148 15396
1976-09-15 "secretary" 305 222148 18224
1976-09-15 "security" 948 222148 58620
1976-09-15 "session" 931 222148 29355
1976-09-15 "settlement" 229 222148 10468
1976-09-15 "situation" 593 222148 22626
1976-09-15 "social" 424 222148 21320
1976-09-15 "solution" 483 222148 14990
1976-09-15 "south" 934 222148 26854
1976-09-15 "special" 387 222148 12822
1976-09-15 "stability" 118 222148 11323
1976-09-15 "support" 654 222148 30258
1976-09-15 "system" 377 222148 16129
1976-09-15 "terrorism" 147 222148 11726
1976-09-15 "time" 698 222148 25425
1976-09-15 "trade" 227 222148 12834
1976-09-15 "union" 168 222148 10537
1976-09-15 "united" 2518 222148 120949
1976-09-15 "view" 306 222148 11343
1976-09-15 "war" 438 222148 21426
1976-09-15 "weapons" 355 222148 16939
1976-09-15 "world" 2469 222148 89132
1977-09-15 "achieve" 238 225913 10213
1977-09-15 "action" 455 225913 16503
1977-09-15 "africa" 1192 225913 29980
1977-09-15 "african" 557 225913 18219
1977-09-15 "agreement" 272 225913 12320
1977-09-15 "arab" 549 225913 11247
1977-09-15 "arms" 401 225913 11210
1977-09-15 "assembly" 1134 225913 39932
1977-09-15 "assistance" 209 225913 11561
1977-09-15 "based" 264 225913 10704
1977-09-15 "challenges" 40 225913 10170
1977-09-15 "change" 156 225913 11309
1977-09-15 "charter" 420 225913 16097
1977-09-15 "commitment" 124 225913 10328
1977-09-15 "common" 282 225913 10870
1977-09-15 "community" 863 225913 37936
1977-09-15 "conference" 822 225913 21701
1977-09-15 "conflict" 243 225913 16727
1977-09-15 "conflicts" 141 225913 11456
1977-09-15 "continue" 481 225913 19221
1977-09-15 "cooperation" 51 225913 17552
1977-09-15 "council" 372 225913 29218
1977-09-15 "countries" 2660 225913 85811
1977-09-15 "country" 909 225913 39541
1977-09-15 "crisis" 169 225913 12500
1977-09-15 "delegation" 483 225913 12971
1977-09-15 "democratic" 213 225913 14000
1977-09-15 "determination" 319 225913 10119
1977-09-15 "developed" 387 225913 12428
1977-09-15 "developing" 931 225913 26012
1977-09-15 "development" 983 225913 63063
1977-09-15 "disarmament" 584 225913 13285
1977-09-15 "east" 591 225913 18712
1977-09-15 "economic" 1800 225913 55155
1977-09-15 "effective" 254 225913 11485
1977-09-15 "efforts" 840 225913 35195
1977-09-15 "ensure" 217 225913 11643
1977-09-15 "financial" 97 225913 10368
1977-09-15 "force" 258 225913 10217
1977-09-15 "forces" 288 225913 10811
1977-09-15 "foreign" 339 225913 13288
1977-09-15 "free" 224 225913 10472
1977-09-15 "freedom" 337 225913 10391
1977-09-15 "future" 300 225913 15552
1977-09-15 "global" 129 225913 21899
1977-09-15 "government" 947 225913 36814
1977-09-15 "hope" 456 225913 19418
1977-09-15 "human" 989 225913 36657
1977-09-15 "implementation" 194 225913 10777
1977-09-15 "including" 194 225913 10842
1977-09-15 "independence" 643 225913 14069
1977-09-15 "international" 2955 225913 117236
1977-09-15 "israel" 499 225913 10545
1977-09-15 "issues" 229 225913 11465
1977-09-15 "justice" 275 225913 10896
1977-09-15 "law" 295 225913 13993
1977-09-15 "major" 265 225913 10592
1977-09-15 "means" 376 225913 11658
1977-09-15 "measures" 365 225913 12398
1977-09-15 "middle" 491 225913 12987
1977-09-15 "military" 361 225913 12335
1977-09-15 "national" 576 225913 23575
1977-09-15 "nations" 2727 225913 124786
1977-09-15 "negotiations" 501 225913 13235
1977-09-15 "nuclear" 760 225913 22934
1977-09-15 "operation" 945 225913 15661
1977-09-15 "organization" 927 225913 35640
1977-09-15 "palestinian" 334 225913 10259
1977-09-15 "parties" 244 225913 11257
1977-09-15 "past" 232 225913 10918
1977-09-15 "peace" 1672 225913 77842
1977-09-15 "peaceful" 442 225913 15088
1977-09-15 "people" 1505 225913 54354
1977-09-15 "peoples" 991 225913 25181
1977-09-15 "policy" 501 225913 13567
1977-09-15 "political" 783 225913 33692
1977-09-15 "poverty" 94 225913 10387
1977-09-15 "powers" 425 225913 10041
1977-09-15 "president" 455 225913 18758
1977-09-15 "principles" 472 225913 16368
1977-09-15 "process" 322 225913 19495
1977-09-15 "progress" 516 225913 17577
1977-09-15 "question" 384 225913 11259
1977-09-15 "recent" 232 225913 11188
1977-09-15 "regard" 279 225913 11452
1977-09-15 "region" 344 225913 21386
1977-09-15 "regional" 147 225913 13213
1977-09-15 "relations" 677 225913 18910
1977-09-15 "republic" 724 225913 23316
1977-09-15 "resolution" 310 225913 14938
1977-09-15 "resolutions" 369 225913 10068
1977-09-15 "resources" 418 225913 15034
1977-09-15 "respect" 497 225913 17360
1977-09-15 "responsibility" 229 225913 10002
1977-09-15 "rights" 1255 225913 33678
1977-09-15 "role" 325 225913 15396
1977-09-15 "secretary" 315 225913 18224
1977-09-15 "security" 971 225913 58620
1977-09-15 "session" 931 225913 29355
1977-09-15 "settlement" 319 225913 10468
1977-09-15 "situation" 644 225913 22626
1977-09-15 "social" 480 225913 21320
1977-09-15 "solution" 551 225913 14990
1977-09-15 "south" 979 225913 26854
1977-09-15 "special" 417 225913 12822
1977-09-15 "stability" 125 225913 11323
1977-09-15 "support" 667 225913 30258
1977-09-15 "system" 393 225913 16129
1977-09-15 "terrorism" 76 225913 11726
1977-09-15 "time" 652 225913 25425
1977-09-15 "trade" 229 225913 12834
1977-09-15 "union" 166 225913 10537
1977-09-15 "united" 2611 225913 120949
1977-09-15 "view" 356 225913 11343
1977-09-15 "war" 453 225913 21426
1977-09-15 "weapons" 470 225913 16939
1977-09-15 "world" 2441 225913 89132
1978-09-15 "achieve" 269 234486 10213
1978-09-15 "action" 509 234486 16503
1978-09-15 "africa" 1161 234486 29980
1978-09-15 "african" 615 234486 18219
1978-09-15 "agreement" 305 234486 12320
1978-09-15 "arab" 419 234486 11247
1978-09-15 "arms" 458 234486 11210
1978-09-15 "assembly" 1270 234486 39932
1978-09-15 "assistance" 253 234486 11561
1978-09-15 "based" 278 234486 10704
1978-09-15 "challenges" 28 234486 10170
1978-09-15 "change" 160 234486 11309
1978-09-15 "charter" 377 234486 16097
1978-09-15 "commitment" 134 234486 10328
1978-09-15 "common" 335 234486 10870
1978-09-15 "community" 859 234486 37936
1978-09-15 "conference" 652 234486 21701
1978-09-15 "conflict" 242 234486 16727
1978-09-15 "conflicts" 195 234486 11456
1978-09-15 "continue" 457 234486 19221
1978-09-15 "cooperation" 61 234486 17552
1978-09-15 "council" 525 234486 29218
1978-09-15 "countries" 2805 234486 85811
1978-09-15 "country" 914 234486 39541
1978-09-15 "crisis" 165 234486 12500
1978-09-15 "delegation" 506 234486 12971
1978-09-15 "democratic" 247 234486 14000
1978-09-15 "determination" 378 234486 10119
1978-09-15 "developed" 441 234486 12428
1978-09-15 "developing" 987 234486 26012
1978-09-15 "development" 1070 234486 63063
1978-09-15 "disarmament" 812 234486 13285
1978-09-15 "east" 602 234486 18712
1978-09-15 "economic" 1763 234486 55155
1978-09-15 "effective" 281 234486 11485
1978-09-15 "efforts" 836 234486 35195
1978-09-15 "ensure" 239 234486 11643
1978-09-15 "financial" 101 234486 10368
1978-09-15 "force" 267 234486 10217
1978-09-15 "forces" 412 234486 10811
1978-09-15 "foreign" 414 234486 13288
1978-09-15 "free" 244 234486 10472
1978-09-15 "freedom" 315 234486 10391
1978-09-15 "future" 308 234486 15552
1978-09-15 "global" 187 234486 21899
1978-09-15 "government" 974 234486 36814
1978-09-15 "hope" 528 234486 19418
1978-09-15 "human" 1026 234486 36657
1978-09-15 "implementation" 258 234486 10777
1978-09-15 "including" 262 234486 10842
1978-09-15 "independence" 755 234486 14069
1978-09-15 "international" 2989 234486 117236
1978-09-15 "israel" 237 234486 10545
1978-09-15 "issues" 309 234486 11465
1978-09-15 "justice" 298 234486 10896
1978-09-15 "law" 270 234486 13993
1978-09-15 "major" 302 234486 10592
1978-09-15 "means" 352 234486 11658
1978-09-15 "measures" 375 234486 12398
1978-09-15 "middle" 471 234486 12987
1978-09-15 "military" 398 234486 12335
1978-09-15 "national" 642 234486 23575
1978-09-15 "nations" 2687 234486 124786
1978-09-15 "negotiations" 537 234486 13235
1978-09-15 "nuclear" 717 234486 22934
1978-09-15 "operation" 906 234486 15661
1978-09-15 "organization" 815 234486 35640
1978-09-15 "palestinian" 316 234486 10259
1978-09-15 "parties" 279 234486 11257
1978-09-15 "past" 234 234486 10918
1978-09-15 "peace" 1962 234486 77842
1978-09-15 "peaceful" 470 234486 15088
1978-09-15 "people" 1484 234486 54354
1978-09-15 "peoples" 1022 234486 25181
1978-09-15 "policy" 460 234486 13567
1978-09-15 "political" 811 234486 33692
1978-09-15 "poverty" 105 234486 10387
1978-09-15 "powers" 461 234486 10041
1978-09-15 "president" 482 234486 18758
1978-09-15 "principles" 488 234486 16368
1978-09-15 "process" 365 234486 19495
1978-09-15 "progress" 591 234486 17577
1978-09-15 "question" 381 234486 11259
1978-09-15 "recent" 231 234486 11188
1978-09-15 "regard" 219 234486 11452
1978-09-15 "region" 393 234486 21386
1978-09-15 "regional" 175 234486 13213
1978-09-15 "relations" 638 234486 18910
1978-09-15 "republic" 451 234486 23316
1978-09-15 "resolution" 630 234486 14938
1978-09-15 "resolutions" 367 234486 10068
1978-09-15 "resources" 485 234486 15034
1978-09-15 "respect" 462 234486 17360
1978-09-15 "responsibility" 249 234486 10002
1978-09-15 "rights" 1219 234486 33678
1978-09-15 "role" 287 234486 15396
1978-09-15 "secretary" 350 234486 18224
1978-09-15 "security" 1176 234486 58620
1978-09-15 "session" 1157 234486 29355
1978-09-15 "settlement" 458 234486 10468
1978-09-15 "situation" 666 234486 22626
1978-09-15 "social" 464 234486 21320
1978-09-15 "solution" 487 234486 14990
1978-09-15 "south" 1007 234486 26854
1978-09-15 "special" 717 234486 12822
1978-09-15 "stability" 149 234486 11323
1978-09-15 "support" 685 234486 30258
1978-09-15 "system" 376 234486 16129
1978-09-15 "terrorism" 82 234486 11726
1978-09-15 "time" 657 234486 25425
1978-09-15 "trade" 248 234486 12834
1978-09-15 "union" 141 234486 10537
1978-09-15 "united" 2499 234486 120949
1978-09-15 "view" 388 234486 11343
1978-09-15 "war" 417 234486 21426
1978-09-15 "weapons" 456 234486 16939
1978-09-15 "world" 2326 234486 89132
1979-09-15 "achieve" 254 243909 10213
1979-09-15 "action" 347 243909 16503
1979-09-15 "africa" 1122 243909 29980
1979-09-15 "african" 481 243909 18219
1979-09-15 "agreement" 339 243909 12320
1979-09-15 "arab" 504 243909 11247
1979-09-15 "arms" 413 243909 11210
1979-09-15 "assembly" 1096 243909 39932
1979-09-15 "assistance" 260 243909 11561
1979-09-15 "based" 281 243909 10704
1979-09-15 "challenges" 56 243909 10170
1979-09-15 "change" 150 243909 11309
1979-09-15 "charter" 383 243909 16097
1979-09-15 "commitment" 154 243909 10328
1979-09-15 "common" 291 243909 10870
1979-09-15 "community" 852 243909 37936
1979-09-15 "conference" 702 243909 21701
1979-09-15 "conflict" 282 243909 16727
1979-09-15 "conflicts" 178 243909 11456
1979-09-15 "continue" 436 243909 19221
1979-09-15 "cooperation" 121 243909 17552
1979-09-15 "council" 344 243909 29218
1979-09-15 "countries" 3154 243909 85811
1979-09-15 "country" 1058 243909 39541
1979-09-15 "crisis" 274 243909 12500
1979-09-15 "delegation" 447 243909 12971
1979-09-15 "democratic" 272 243909 14000
1979-09-15 "determination" 430 243909 10119
1979-09-15 "developed" 439 243909 12428
1979-09-15 "developing" 1001 243909 26012
1979-09-15 "development" 1163 243909 63063
1979-09-15 "disarmament" 549 243909 13285
1979-09-15 "east" 753 243909 18712
1979-09-15 "economic" 1831 243909 55155
1979-09-15 "effective" 274 243909 11485
1979-09-15 "efforts" 800 243909 35195
1979-09-15 "ensure" 240 243909 11643
1979-09-15 "financial" 129 243909 10368
1979-09-15 "force" 281 243909 10217
1979-09-15 "forces" 310 243909 10811
1979-09-15 "foreign" 390 243909 13288
1979-09-15 "free" 287 243909 10472
1979-09-15 "freedom" 376 243909 10391
1979-09-15 "future" 389 243909 15552
1979-09-15 "global" 277 243909 21899
1979-09-15 "government" 1053 243909 36814
1979-09-15 "hope" 554 243909 19418
1979-09-15 "human" 903 243909 36657
1979-09-15 "implementation" 207 243909 10777
1979-09-15 "including" 222 243909 10842
1979-09-15 "independence" 729 243909 14069
1979-09-15 "international" 3060 243909 117236
1979-09-15 "israel" 383 243909 10545
1979-09-15 "issues" 242 243909 11465
1979-09-15 "justice" 385 243909 10896
1979-09-15 "law" 224 243909 13993
1979-09-15 "major" 284 243909 10592
1979-09-15 "means" 357 243909 11658
1979-09-15 "measures" 338 243909 12398
1979-09-15 "middle" 506 243909 12987
1979-09-15 "military" 408 243909 12335
1979-09-15 "national" 706 243909 23575
1979-09-15 "nations" 2542 243909 124786
1979-09-15 "negotiations" 608 243909 13235
1979-09-15 "nuclear" 589 243909 22934
1979-09-15 "operation" 787 243909 15661
1979-09-15 "organization" 841 243909 35640
1979-09-15 "palestinian" 549 243909 10259
1979-09-15 "parties" 320 243909 11257
1979-09-15 "past" 288 243909 10918
1979-09-15 "peace" 1995 243909 77842
1979-09-15 "peaceful" 427 243909 15088
1979-09-15 "people" 2095 243909 54354
1979-09-15 "peoples" 1148 243909 25181
1979-09-15 "policy" 531 243909 13567
1979-09-15 "political" 931 243909 33692
1979-09-15 "poverty" 118 243909 10387
1979-09-15 "powers" 370 243909 10041
1979-09-15 "president" 522 243909 18758
1979-09-15 "principles" 494 243909 16368
1979-09-15 "process" 329 243909 19495
1979-09-15 "progress" 533 243909 17577
